Student_ID,Gender,Age,Department,Year,Attendance,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Semester,Academic_Year,GPA
100313,Female,19,Business,4th Year,84,45,42,67,60,Semester 2,2025-2026,2.2
100314,Male,20,Business,2nd Year,71,79,64,98,99,Semester 1,2025-2026,3.48
100315,Male,24,Computer Science,3rd Year,54,67,57,82,65,Semester 2,2022-2023,2.7
100316,Female,20,Computer Science,3rd Year,61,89,87,91,82,Semester 2,2025-2026,3.46
100317,Male,20,Civil,2nd Year,79,72,92,77,99,Semester 1,2023-2024,3.51
100318,Male,21,Computer Science,3rd Year,50,77,95,79,53,Semester 2,2024-2025,2.94
100319,Male,19,Electronics,1st Year,70,100,79,46,69,Semester 1,2025-2026,2.82
100320,Female,21,Civil,2nd Year,85,61,41,75,66,Semester 1,2024-2025,2.45
100321,Female,19,Mechanical,3rd Year,75,71,60,72,45,Semester 2,2024-2025,2.38
100322,Male,24,Civil,2nd Year,76,48,82,75,70,Semester 1,2022-2023,2.84
100323,Female,24,Business,2nd Year,54,71,82,85,42,Semester 1,2023-2024,2.68
100324,Female,21,Information Technology,3rd Year,51,100,99,55,79,Semester 2,2023-2024,3.25
100325,Female,21,Civil,3rd Year,52,70,80,43,56,Semester 1,2022-2023,2.43
100326,Female,21,Computer Science,2nd Year,64,60,48,95,64,Semester 2,2024-2025,2.69
100327,Male,24,Mechanical,3rd Year,51,58,83,70,52,Semester 1,2022-2023,2.61
100328,Male,24,Information Technology,3rd Year,54,71,42,63,45,Semester 1,2022-2023,2.11
100329,Female,22,Civil,2nd Year,98,60,94,68,77,Semester 1,2022-2023,3.06
100330,Female,21,Mechanical,1st Year,95,55,61,64,100,Semester 2,2025-2026,2.98
100331,Male,23,Computer Science,4th Year,92,54,50,57,46,Semester 2,2024-2025,2.04
100332,Male,23,Mechanical,3rd Year,89,62,50,72,77,Semester 1,2023-2024,2.67
100333,Female,20,Mechanical,4th Year,93,73,70,69,80,Semester 2,2025-2026,2.95
100334,Male,18,Information Technology,1st Year,70,66,44,87,74,Semester 1,2025-2026,2.74
100335,Female,21,Electronics,1st Year,81,47,89,46,68,Semester 1,2024-2025,2.58
100336,Female,18,Computer Science,1st Year,67,66,50,57,83,Semester 1,2025-2026,2.63
100337,Male,18,Information Technology,1st Year,79,100,63,67,50,Semester 1,2023-2024,2.6
100338,Male,20,Information Technology,4th Year,53,43,57,81,44,Semester 1,2025-2026,2.25
100339,Female,18,Information Technology,3rd Year,75,89,49,82,44,Semester 1,2025-2026,2.46
100340,Female,24,Electronics,4th Year,89,94,49,47,65,Semester 2,2023-2024,2.43
100341,Male,18,Electronics,1st Year,82,82,65,60,60,Semester 2,2024-2025,2.58
100342,Female,24,Civil,2nd Year,86,93,48,49,73,Semester 2,2022-2023,2.55
100343,Male,24,Civil,3rd Year,57,52,55,85,44,Semester 1,2023-2024,2.33
100344,Female,23,Computer Science,4th Year,57,55,56,65,78,Semester 1,2025-2026,2.63
100345,Male,24,Business,4th Year,91,78,51,67,42,Semester 1,2024-2025,2.24
100346,Male,18,Computer Science,3rd Year,81,62,77,50,42,Semester 2,2022-2023,2.23
100347,Male,19,Electronics,4th Year,91,43,100,60,81,Semester 2,2024-2025,2.99
100348,Female,21,Electronics,4th Year,74,77,88,94,76,Semester 2,2022-2023,3.35
100349,Female,21,Electronics,4th Year,56,72,72,45,64,Semester 2,2025-2026,2.5
100350,Male,18,Information Technology,1st Year,66,67,64,47,46,Semester 1,2022-2023,2.16
100351,Female,20,Electronics,3rd Year,88,56,98,83,77,Semester 1,2024-2025,3.22
100352,Male,19,Information Technology,4th Year,86,66,44,86,56,Semester 2,2023-2024,2.48
100353,Male,20,Information Technology,1st Year,51,67,76,73,71,Semester 1,2025-2026,2.89
100354,Female,20,Computer Science,1st Year,77,57,78,57,51,Semester 1,2022-2023,2.41
100355,Female,18,Mechanical,3rd Year,65,52,69,53,47,Semester 1,2024-2025,2.19
100356,Male,22,Civil,2nd Year,81,55,65,42,65,Semester 2,2022-2023,2.31
100357,Female,18,Civil,3rd Year,85,92,86,75,42,Semester 1,2024-2025,2.75
100358,Female,23,Computer Science,3rd Year,70,62,86,69,71,Semester 1,2023-2024,2.92
100359,Male,22,Computer Science,3rd Year,86,79,80,59,89,Semester 1,2022-2023,3.11
100360,Male,24,Electronics,2nd Year,94,86,50,95,96,Semester 1,2024-2025,3.31
100361,Female,19,Electronics,3rd Year,100,56,49,91,77,Semester 1,2025-2026,2.81
100362,Male,22,Electronics,3rd Year,78,84,90,55,99,Semester 1,2024-2025,3.34
100363,Male,18,Information Technology,4th Year,56,98,54,40,45,Semester 2,2025-2026,2.16
100364,Female,18,Information Technology,3rd Year,78,47,71,66,87,Semester 2,2024-2025,2.87
100365,Male,20,Electronics,3rd Year,74,86,61,45,78,Semester 2,2025-2026,2.67
100366,Male,18,Information Technology,3rd Year,68,82,88,50,45,Semester 1,2023-2024,2.5
100367,Female,24,Computer Science,4th Year,73,81,54,91,81,Semester 1,2022-2023,3.07
100368,Female,23,Electronics,2nd Year,53,71,100,92,57,Semester 1,2025-2026,3.14
100369,Male,18,Civil,3rd Year,64,72,49,79,94,Semester 1,2025-2026,3.03
100370,Male,21,Civil,4th Year,70,65,65,96,82,Semester 1,2022-2023,3.15
100371,Female,21,Business,3rd Year,71,63,91,57,89,Semester 2,2024-2025,3.1
100372,Female,20,Information Technology,1st Year,72,88,70,78,52,Semester 1,2025-2026,2.74
100373,Female,22,Civil,4th Year,67,53,68,64,50,Semester 2,2025-2026,2.34
100374,Female,22,Electronics,3rd Year,88,54,90,95,61,Semester 2,2023-2024,3.03
100375,Male,21,Civil,1st Year,96,78,44,87,41,Semester 1,2023-2024,2.35
100376,Female,23,Computer Science,3rd Year,90,99,97,83,65,Semester 1,2022-2023,3.3
100377,Female,19,Information Technology,3rd Year,93,73,49,94,50,Semester 2,2022-2023,2.57
100378,Male,24,Civil,3rd Year,56,57,57,79,58,Semester 2,2022-2023,2.51
100379,Female,24,Information Technology,4th Year,94,51,58,89,46,Semester 1,2023-2024,2.42
100380,Male,24,Computer Science,4th Year,88,54,97,84,63,Semester 2,2022-2023,3.02
100381,Female,23,Civil,4th Year,100,57,97,60,80,Semester 2,2024-2025,3.03
100382,Female,21,Business,1st Year,71,45,79,75,53,Semester 1,2025-2026,2.55
100383,Female,24,Electronics,2nd Year,95,67,68,95,72,Semester 2,2025-2026,3.04
100384,Male,23,Mechanical,2nd Year,92,58,99,74,50,Semester 2,2022-2023,2.78
100385,Male,19,Civil,4th Year,59,73,56,89,95,Semester 2,2024-2025,3.22
100386,Female,22,Computer Science,2nd Year,79,59,59,95,43,Semester 1,2024-2025,2.5
100387,Male,21,Business,3rd Year,55,67,50,95,55,Semester 2,2022-2023,2.62
100388,Male,18,Business,2nd Year,84,70,88,66,60,Semester 1,2023-2024,2.8
100389,Male,24,Mechanical,2nd Year,78,47,91,79,49,Semester 1,2023-2024,2.67
100390,Male,19,Business,1st Year,98,57,62,90,66,Semester 2,2022-2023,2.79
100391,Male,19,Civil,2nd Year,75,97,72,65,88,Semester 1,2023-2024,3.18
100392,Male,19,Information Technology,4th Year,60,86,69,91,89,Semester 1,2025-2026,3.36
100393,Female,22,Computer Science,3rd Year,53,44,96,52,73,Semester 1,2025-2026,2.77
100394,Female,23,Civil,3rd Year,58,56,52,77,48,Semester 1,2024-2025,2.3
100395,Male,20,Computer Science,4th Year,58,84,54,68,61,Semester 1,2022-2023,2.58
100396,Female,24,Electronics,4th Year,75,80,48,49,89,Semester 1,2024-2025,2.7
100397,Female,18,Mechanical,3rd Year,52,80,67,58,93,Semester 2,2025-2026,3.03
100398,Female,24,Mechanical,1st Year,77,61,57,72,62,Semester 1,2022-2023,2.52
100399,Female,21,Electronics,4th Year,89,45,71,54,47,Semester 1,2025-2026,2.18
100400,Male,23,Mechanical,3rd Year,84,63,60,92,70,Semester 1,2024-2025,2.88
100401,Female,19,Mechanical,1st Year,92,59,90,62,51,Semester 1,2025-2026,2.59
100402,Female,24,Business,3rd Year,68,76,97,92,88,Semester 1,2025-2026,3.58
100403,Male,22,Electronics,3rd Year,75,81,97,72,61,Semester 2,2025-2026,3.03
100404,Male,19,Information Technology,1st Year,71,81,73,40,85,Semester 1,2024-2025,2.81
100405,Female,23,Business,4th Year,87,44,68,73,75,Semester 1,2023-2024,2.72
100406,Female,21,Mechanical,4th Year,91,98,43,74,99,Semester 2,2022-2023,3.14
100407,Female,18,Information Technology,2nd Year,83,72,74,53,93,Semester 2,2024-2025,3.0
100408,Female,19,Computer Science,4th Year,88,75,56,64,44,Semester 1,2025-2026,2.27
100409,Female,24,Computer Science,4th Year,72,74,100,89,57,Semester 2,2025-2026,3.13
100410,Female,24,Mechanical,1st Year,68,62,52,54,51,Semester 1,2023-2024,2.15
100411,Male,22,Computer Science,1st Year,76,75,52,60,86,Semester 1,2024-2025,2.77
100412,Female,22,Electronics,3rd Year,93,47,82,60,93,Semester 2,2024-2025,3.0
100413,Female,20,Mechanical,1st Year,56,90,83,41,59,Semester 1,2024-2025,2.61
100414,Male,22,Electronics,1st Year,81,86,88,42,82,Semester 2,2024-2025,2.96
100415,Male,20,Information Technology,3rd Year,58,55,60,41,44,Semester 1,2025-2026,1.96
100416,Male,18,Civil,3rd Year,82,55,47,96,79,Semester 2,2025-2026,2.87
100417,Male,21,Civil,2nd Year,52,83,47,74,84,Semester 2,2022-2023,2.88
100418,Female,20,Business,1st Year,58,86,57,78,68,Semester 1,2023-2024,2.82
100419,Female,19,Mechanical,2nd Year,76,84,55,88,97,Semester 2,2024-2025,3.29
100420,Female,23,Electronics,2nd Year,81,97,92,60,40,Semester 2,2024-2025,2.66
100421,Female,24,Civil,2nd Year,62,41,97,89,57,Semester 1,2022-2023,2.9
100422,Female,19,Mechanical,4th Year,50,91,67,83,86,Semester 1,2025-2026,3.25
100423,Female,24,Business,3rd Year,99,85,57,82,81,Semester 1,2023-2024,3.03
100424,Male,21,Civil,1st Year,71,64,62,51,100,Semester 1,2023-2024,2.91
100425,Female,22,Business,2nd Year,99,78,56,75,70,Semester 1,2022-2023,2.76
100426,Male,23,Civil,3rd Year,51,55,58,42,48,Semester 2,2025-2026,2.0
100427,Male,19,Computer Science,3rd Year,75,42,69,79,96,Semester 1,2022-2023,3.08
100428,Female,23,Mechanical,4th Year,62,91,86,59,62,Semester 2,2023-2024,2.86
100429,Male,20,Business,1st Year,57,66,61,69,44,Semester 1,2025-2026,2.31
100430,Female,21,Business,2nd Year,100,90,58,75,70,Semester 2,2023-2024,2.85
100431,Male,19,Civil,4th Year,70,54,86,99,58,Semester 2,2024-2025,2.99
100432,Female,22,Business,3rd Year,99,43,93,49,75,Semester 2,2024-2025,2.73
100433,Male,23,Mechanical,2nd Year,80,70,54,68,45,Semester 2,2025-2026,2.27
100434,Female,22,Computer Science,1st Year,64,72,51,40,80,Semester 2,2022-2023,2.46
100435,Female,23,Mechanical,4th Year,99,40,83,92,69,Semester 2,2025-2026,2.96
100436,Female,19,Computer Science,2nd Year,86,93,50,47,42,Semester 1,2022-2023,2.12
100437,Female,21,Civil,3rd Year,58,97,57,97,68,Semester 2,2024-2025,3.07
100438,Female,18,Business,2nd Year,74,94,72,96,66,Semester 1,2025-2026,3.17
100439,Male,19,Business,4th Year,73,55,88,70,42,Semester 1,2022-2023,2.5
100440,Male,22,Civil,3rd Year,97,48,87,88,77,Semester 2,2022-2023,3.12
100441,Male,18,Civil,2nd Year,61,40,94,56,80,Semester 2,2025-2026,2.86
100442,Female,21,Computer Science,1st Year,95,63,63,90,88,Semester 2,2022-2023,3.14
100443,Male,22,Information Technology,4th Year,85,80,97,75,47,Semester 1,2024-2025,2.86
100444,Female,21,Computer Science,4th Year,65,65,55,50,46,Semester 2,2023-2024,2.08
100445,Female,23,Computer Science,4th Year,87,84,98,66,50,Semester 1,2025-2026,2.84
100446,Male,19,Business,4th Year,60,93,99,97,73,Semester 2,2024-2025,3.54
100447,Male,21,Electronics,1st Year,86,59,69,82,90,Semester 2,2025-2026,3.12
100448,Female,22,Civil,3rd Year,82,83,77,74,46,Semester 1,2022-2023,2.65
100449,Male,19,Civil,1st Year,55,70,76,81,46,Semester 1,2024-2025,2.63
100450,Female,24,Electronics,1st Year,99,87,92,59,45,Semester 1,2024-2025,2.66
100451,Female,22,Business,2nd Year,92,76,46,42,56,Semester 1,2024-2025,2.12
100452,Female,22,Information Technology,2nd Year,96,53,90,55,41,Semester 1,2024-2025,2.34
100453,Female,24,Mechanical,2nd Year,77,67,57,81,49,Semester 2,2022-2023,2.47
100454,Female,24,Civil,2nd Year,78,56,56,66,89,Semester 1,2025-2026,2.8
100455,Male,18,Civil,2nd Year,64,72,89,61,100,Semester 1,2024-2025,3.33
100456,Male,20,Computer Science,1st Year,56,67,90,69,93,Semester 1,2024-2025,3.29
100457,Female,21,Information Technology,4th Year,97,83,82,59,81,Semester 1,2023-2024,3.04
100458,Female,21,Information Technology,1st Year,84,40,54,58,93,Semester 1,2023-2024,2.66
100459,Male,18,Business,3rd Year,96,44,69,91,61,Semester 2,2025-2026,2.72
100460,Male,23,Information Technology,2nd Year,71,84,57,78,44,Semester 1,2025-2026,2.47
100461,Female,21,Information Technology,3rd Year,81,76,97,46,55,Semester 2,2022-2023,2.66
100462,Male,24,Electronics,4th Year,91,46,54,81,84,Semester 1,2022-2023,2.8
100463,Female,18,Computer Science,2nd Year,68,67,75,47,66,Semester 2,2024-2025,2.55
100464,Male,21,Business,4th Year,50,50,52,52,47,Semester 2,2023-2024,2.0
100465,Female,21,Electronics,2nd Year,53,43,71,44,96,Semester 1,2022-2023,2.75
100466,Male,22,Electronics,1st Year,56,51,78,47,52,Semester 1,2023-2024,2.28
100467,Female,18,Mechanical,4th Year,90,65,86,73,91,Semester 2,2023-2024,3.25
100468,Male,24,Computer Science,2nd Year,56,65,82,66,59,Semester 2,2022-2023,2.7
100469,Male,23,Information Technology,2nd Year,52,80,43,48,47,Semester 2,2023-2024,2.05
100470,Female,21,Business,1st Year,83,63,73,42,80,Semester 1,2025-2026,2.65
100471,Male,23,Computer Science,2nd Year,61,84,49,83,86,Semester 1,2024-2025,3.03
100472,Female,20,Information Technology,4th Year,53,75,62,94,52,Semester 2,2023-2024,2.74
100473,Male,18,Mechanical,1st Year,60,53,86,91,47,Semester 2,2022-2023,2.75
100474,Female,18,Civil,2nd Year,67,71,94,54,82,Semester 2,2025-2026,3.05
100475,Male,18,Electronics,4th Year,51,68,90,97,50,Semester 2,2022-2023,2.98
100476,Female,24,Mechanical,4th Year,70,80,83,66,86,Semester 2,2025-2026,3.17
100477,Male,24,Electronics,1st Year,94,97,66,75,75,Semester 2,2025-2026,3.04
100478,Female,22,Business,4th Year,67,47,73,51,41,Semester 1,2023-2024,2.1
100479,Male,18,Information Technology,3rd Year,61,56,54,97,85,Semester 1,2024-2025,3.04
100480,Female,22,Business,2nd Year,66,66,80,56,54,Semester 1,2023-2024,2.51
100481,Female,24,Information Technology,3rd Year,68,98,71,52,83,Semester 2,2022-2023,2.98
100482,Female,20,Mechanical,4th Year,65,84,59,90,77,Semester 2,2025-2026,3.07
100483,Male,19,Civil,2nd Year,68,68,92,78,42,Semester 1,2024-2025,2.7
100484,Female,22,Civil,2nd Year,94,50,76,94,87,Semester 1,2022-2023,3.22
100485,Male,21,Electronics,3rd Year,51,74,47,88,87,Semester 2,2023-2024,3.01
100486,Female,18,Information Technology,3rd Year,99,84,88,87,69,Semester 2,2023-2024,3.22
100487,Male,19,Information Technology,1st Year,72,58,67,94,67,Semester 2,2023-2024,2.9
100488,Female,22,Civil,2nd Year,84,70,97,42,57,Semester 1,2022-2023,2.61
100489,Male,23,Information Technology,3rd Year,59,94,56,44,50,Semester 2,2023-2024,2.26
100490,Male,24,Business,2nd Year,84,62,69,66,40,Semester 1,2023-2024,2.28
100491,Female,23,Information Technology,1st Year,71,88,73,70,48,Semester 2,2023-2024,2.63
100492,Male,21,Mechanical,3rd Year,92,79,52,86,78,Semester 2,2023-2024,2.95
100493,Male,19,Civil,4th Year,99,63,99,89,81,Semester 2,2025-2026,3.39
100494,Female,20,Civil,1st Year,100,100,90,42,83,Semester 2,2023-2024,3.08
100495,Male,22,Business,2nd Year,89,60,42,55,48,Semester 2,2025-2026,2.0
100496,Male,23,Business,4th Year,61,46,45,65,96,Semester 1,2023-2024,2.72
100497,Male,23,Computer Science,4th Year,89,90,57,72,48,Semester 1,2025-2026,2.5
100498,Female,22,Business,1st Year,78,50,77,52,74,Semester 2,2024-2025,2.63
100499,Male,23,Civil,1st Year,62,81,72,95,90,Semester 2,2022-2023,3.42
100500,Female,20,Civil,1st Year,65,81,43,97,65,Semester 2,2025-2026,2.8
100501,Male,23,Business,1st Year,75,48,61,60,77,Semester 2,2025-2026,2.58
100502,Male,22,Computer Science,2nd Year,100,75,59,86,76,Semester 2,2024-2025,2.96
100503,Male,18,Information Technology,1st Year,95,74,56,44,75,Semester 1,2023-2024,2.49
100504,Female,23,Information Technology,4th Year,64,81,74,66,90,Semester 2,2025-2026,3.15
100505,Male,22,Electronics,4th Year,55,91,94,67,90,Semester 2,2025-2026,3.42
100506,Male,18,Information Technology,1st Year,73,85,72,73,91,Semester 1,2023-2024,3.23
100507,Female,23,Civil,1st Year,71,64,61,46,79,Semester 1,2025-2026,2.56
100508,Male,23,Electronics,1st Year,99,58,71,55,60,Semester 1,2025-2026,2.45
100509,Female,22,Electronics,1st Year,81,61,94,96,91,Semester 2,2023-2024,3.54
100510,Female,21,Business,4th Year,71,44,48,63,74,Semester 2,2025-2026,2.41
100511,Male,21,Business,1st Year,100,55,99,49,47,Semester 1,2022-2023,2.47
100512,Female,19,Information Technology,2nd Year,66,87,89,71,94,Semester 2,2024-2025,3.44
100513,Male,21,Electronics,1st Year,50,42,94,44,90,Semester 2,2024-2025,2.89
100514,Female,20,Computer Science,2nd Year,70,71,91,59,66,Semester 2,2024-2025,2.85
100515,Female,19,Electronics,1st Year,63,92,78,66,59,Semester 1,2022-2023,2.82
100516,Male,21,Mechanical,2nd Year,87,57,43,89,44,Semester 2,2025-2026,2.28
100517,Female,18,Computer Science,3rd Year,68,98,47,50,61,Semester 2,2025-2026,2.41
100518,Female,24,Civil,2nd Year,52,85,80,78,42,Semester 1,2024-2025,2.68
100519,Female,22,Information Technology,4th Year,96,44,73,67,46,Semester 1,2022-2023,2.31
100520,Female,21,Information Technology,3rd Year,77,95,60,48,89,Semester 1,2022-2023,2.9
100521,Female,18,Business,3rd Year,68,77,60,84,73,Semester 1,2025-2026,2.92
100522,Male,24,Mechanical,2nd Year,69,83,96,51,79,Semester 1,2023-2024,3.07
100523,Female,19,Information Technology,3rd Year,100,53,41,52,100,Semester 2,2024-2025,2.65
100524,Male,22,Civil,3rd Year,58,95,62,93,90,Semester 1,2022-2023,3.38
100525,Female,21,Electronics,4th Year,80,82,86,45,56,Semester 1,2025-2026,2.59
100526,Male,19,Information Technology,4th Year,93,50,97,46,47,Semester 1,2024-2025,2.39
100527,Male,21,Civil,4th Year,95,52,79,48,95,Semester 2,2023-2024,2.91
100528,Female,19,Business,3rd Year,95,79,70,93,45,Semester 1,2024-2025,2.73
100529,Female,21,Computer Science,1st Year,57,100,73,69,92,Semester 1,2023-2024,3.31
100530,Female,24,Civil,4th Year,81,43,97,68,90,Semester 2,2023-2024,3.17
100531,Male,18,Business,1st Year,74,70,86,55,88,Semester 2,2024-2025,3.06
100532,Female,20,Mechanical,4th Year,71,99,41,59,62,Semester 2,2024-2025,2.46
100533,Male,24,Civil,2nd Year,71,100,83,47,46,Semester 1,2024-2025,2.54
100534,Male,18,Information Technology,2nd Year,85,96,67,60,57,Semester 2,2023-2024,2.64
100535,Male,22,Electronics,1st Year,87,86,57,93,61,Semester 1,2024-2025,2.87
100536,Female,21,Civil,4th Year,90,83,85,84,58,Semester 2,2022-2023,3.0
100537,Female,20,Mechanical,2nd Year,86,90,94,69,97,Semester 2,2025-2026,3.53
100538,Male,24,Computer Science,4th Year,55,43,72,84,46,Semester 2,2023-2024,2.46
100539,Male,20,Mechanical,2nd Year,62,91,94,57,57,Semester 2,2024-2025,2.85
100540,Female,22,Business,4th Year,58,87,71,68,89,Semester 2,2023-2024,3.16
100541,Male,22,Computer Science,4th Year,70,49,75,76,65,Semester 2,2022-2023,2.71
100542,Female,20,Civil,1st Year,65,68,62,76,89,Semester 2,2025-2026,3.03
100543,Male,22,Electronics,1st Year,66,89,69,72,48,Semester 2,2022-2023,2.62
100544,Female,22,Mechanical,4th Year,54,74,77,90,80,Semester 1,2022-2023,3.23
100545,Male,21,Electronics,1st Year,94,52,43,41,87,Semester 2,2025-2026,2.37
100546,Female,18,Business,1st Year,55,55,67,43,80,Semester 1,2025-2026,2.55
100547,Male,23,Civil,3rd Year,69,84,61,42,48,Semester 2,2025-2026,2.21
100548,Female,19,Electronics,1st Year,69,61,77,49,56,Semester 2,2025-2026,2.41
100549,Female,20,Electronics,1st Year,98,98,92,53,47,Semester 1,2022-2023,2.7
100550,Male,19,Mechanical,1st Year,64,52,73,69,57,Semester 1,2025-2026,2.53
100551,Male,20,Civil,1st Year,72,93,65,58,41,Semester 1,2024-2025,2.36
100552,Female,20,Electronics,1st Year,57,80,73,63,87,Semester 1,2023-2024,3.06
100553,Male,18,Computer Science,3rd Year,74,93,66,42,60,Semester 1,2022-2023,2.48
100554,Female,24,Information Technology,4th Year,55,69,97,44,65,Semester 1,2024-2025,2.73
100555,Male,24,Computer Science,1st Year,98,60,75,82,73,Semester 2,2022-2023,2.95
100556,Female,20,Business,3rd Year,64,82,75,78,90,Semester 2,2023-2024,3.28
100557,Female,20,Electronics,3rd Year,76,56,75,61,75,Semester 2,2023-2024,2.75
100558,Female,18,Civil,4th Year,89,83,67,82,82,Semester 1,2023-2024,3.14
100559,Female,22,Computer Science,3rd Year,80,76,98,95,59,Semester 2,2022-2023,3.21
100560,Female,24,Civil,4th Year,56,86,54,59,89,Semester 1,2024-2025,2.89
100561,Female,23,Business,4th Year,82,73,56,93,89,Semester 1,2023-2024,3.17
100562,Male,19,Computer Science,2nd Year,85,85,52,61,83,Semester 2,2025-2026,2.8
100563,Male,20,Civil,4th Year,67,71,97,59,89,Semester 2,2023-2024,3.23
100564,Male,18,Electronics,4th Year,93,93,66,96,91,Semester 1,2024-2025,3.45
100565,Female,20,Mechanical,4th Year,79,90,48,41,96,Semester 1,2022-2023,2.77
100566,Female,24,Computer Science,4th Year,76,50,53,60,97,Semester 2,2022-2023,2.79
100567,Female,18,Business,3rd Year,59,100,75,91,80,Semester 1,2024-2025,3.38
100568,Female,19,Civil,1st Year,73,96,79,90,65,Semester 1,2022-2023,3.18
100569,Male,21,Computer Science,1st Year,84,47,67,77,68,Semester 1,2025-2026,2.67
100570,Male,24,Civil,2nd Year,79,68,54,99,40,Semester 1,2024-2025,2.5
100571,Female,22,Civil,1st Year,99,85,56,97,50,Semester 2,2022-2023,2.74
